"Sebagai perusahaan asuransi jiwa berbasis digital terkemuka di Indonesia FWD Insurance tidak hanya berupaya memberikan pelayanan yang prima bagi nasabahnya tapi juga menaruh perhatian besar pada isu keberagaman (diversity) dan inklusivitas dalam operasio­nalnya seharihari. Mereka percaya bahwa keberagaman dan inklusivitas merupakan keniscayaan universal. Selain itu mereka pun meyakini bahwa dengan menghargai keberagaman dan inklusivitas pada gilirannya bisa membantu mereka dalam memahami nasabah secara lebih baik. ""Kami percaya dengan menciptakan budaya yang beragam dan inklusif semua orang dapat dihargai karena keunikannya sekaligus bisa membawa versi yang terbaik dari diri mereka. Hal ini juga membantu kami memahami nasabah dengan lebih baik karena mereka juga memiliki beragam kebutuhan dalam hal perlindungan "" kata Anantharaman Sridharan Direktur Utama FWD Insurance. Lantas apa yang dilakukan FWD Insu­rance dalam strategi keberagaman dan inklusivitas itu? Ditinjau dari sisi strategi sebagai payung besarnya keberagaman dan inklusivitas yang dijalankan FWD Insurance fokus pada empat area. Pertama everyone belongs (kebijakan dan prosedur yang menanamkan budaya inklusi ke dalam struktur organisasi). Kedua diverse talent (menghargai perbedaan latar belakang setiap orang kepribadian serta kebutuhan aksesibilitas). Ketiga inclusive leadership (menciptakan lingkungan yang menerapkan prinsip levelplaying field sehingga inklusi dapat diberlakukan secara setara di setiap level di organisasi). Keempat FWD anywhere (inklusi dalam menerima gaya bekerja yang beragam melalui cara kerja yang fleksibel). Berpegang pada strategi tersebut mereka selalu berupaya menghargai keberagaman talenta dalam perusahaan baik perempuan dan lakilaki. Dengan jumlah karyawan yang hampir mencapai 400 orang dan komposisi cukup seimbang antara perempuan (49%) dan lakilaki (51%) FWD Insurance menciptakan aneka program yang dapat memberikan pengembangan berkelanjutan kepada seluruh karyawannya dengan memperhatikan keberagaman dan inklusivitas. Termasuk pada aspek kesetaraan gender. Anantha mengungkapkan FWD Insurance menaruh perhatian pada pemberdayaan kaum perempuan. Mengapa? Sebab perempuan katanya senantiasa memiliki multiperan (multirole) dalam hidup seperti mengatur waktu antara bekerja di kantor dan di rumah mengelola keuangan rumah tangga serta mengurus suami dan anak. Melihat multitaskingnya kaum hawa FWD Insurance ingin mengajak semua perempuan untuk dapat menghadapi tantangan multitasking dan multirole tersebut sehingga dapat mengejar passion mereka meraih semua peluang yang datang serta menikmati dan merayakan hidup tanpa meninggalkan kodratnya sebagai perempuan. Berangkat dari hal itu FWD Insurance membesut program yang disebut HERoic. Diluncurkan pada 8 Maret 2021 bertepatan dengan perayaan Hari Perempuan Internasional program ini didedikasikan bagi karyawan perempuan FWD Insurance untuk mengembangkan diri secara personal maupun profesional. Kegiatan yang dijalankan secara berkesinambungan selama sembilan bulan ini dirancang untuk berbagai level mulai dari tingkat awal karier hingga tingkat manajerial terbuka bagi mereka yang ingin memberikan dampak positif bagi kesuksesan diri dan perusahaan. Anantha mengungkap bahwa FWD Insurance percaya keberagaman (perempuan dan lakilaki) di jajaran pemimpin senior dapat menawarkan pandangan keahlian yang lebih luas dan mendalam serta memberikan nilai tambah dari pengalaman dan sudut pandang yang berbeda. Di sinilah program HERoic memiliki nilai penting karena dapat menjadi salah satu wahana bagi kaum perempuan untuk mencapai aspirasi karier yang mereka miliki. ""Kami ingin menginspirasi perempuan Indonesia untuk berani menjadi seorang career woman working mother dan leader di mana pun mereka berada. Perempuan Indonesia tetap bisa merayakan hidup (celebrate living) dan dapat memegang kendali penuh atas hidup mereka "" katanya. Sebagai bagian dari strategi keberagaman dan inklusi ini program HERoic merupakan komitmen FWD Insurance untuk terlibat aktif membantu mencapai Tujuan Pembangunan Berkelanjutan  (Sustainable Development Goals/SDGs) dari PBB khususnya tujuan ke5 yang menargetkan kesetaraan gender. ""Melalui program HERoic para partisipan dapat membangun kesadaran dan memiliki kepercayaan diri untuk memimpin serta mengembangkan potensi dirinya tidak hanya untuk berkontribusi lebih baik demi karier di FWD Insurance tapi juga untuk keluarga mereka di rumah dan masyarakat sekitar "" kata Anantha penuh antusias. Hal ini dapat dilihat dari respon positif karyawan FWD Insurance terhadap program HERoic dimana sebanyak lebih dari 120 karyawan telah terlibat dalam program launch yang akan berlanjut dengan assessment inclass workshop dan mentoring dengan para ahli pemberdayaan perempuan serta elearning melalui platform FWDKampus. Para partisipan percaya bahwa program HERoic dapat memberdayakan mereka sehingga menjadi career woman working mother dan leader yang inspiratif.§";positive
Jakarta CNN Indonesia  Presiden Joko Widodo menilai diperlukan kolaborasi agar usaha mikro kecil da...;positive
JAKARTA  Bandara SoekarnoHatta dinobatkan sebagai bandara paling aman di Asia Tenggara bagi penump...;positive
Kamis 02 Sep 2021 Jawa Pos Radar Radar Menu     Bali Express  Radar Bali  Radar Banyuwangi  Radar Bo...;positive
Pemerintah melaksanakan berbagai program dan kegiatan dalam rangka memberikan pelayanan dan memenuhi...;positive
"Oleh. Wiwik Aryati Analis Anggaran Muda BPS Provinsi NTT  Sejak Maret 2020 Pemerintah Indonesia mengumumkan secara resmi bahwa Covid19 sudah masuk ke wilayah Indonesia artinya hampir satu setengah tahun kita menjalani harihari di tengah pandemi Covid19. Pandemi ini tidak hanya dialami oleh Indonesia namun dirasakan oleh semua negara di dunia. Pemerintah Indonesia kemudian membuat kebijakan belajar dari rumah untuk semua pelajar dan mahasiswa bekerja bahkan ibadah pun dilakukan dari rumah yang kemudian muncul istilah pembatasan sosial (social distancing) dan mewajibkan memakai masker. Berbagai upaya dilakukan Pemerintah untuk mencegah penularan Covid19. Namun penanganan Covid19 terkadang mengalami kendala dikarenakan Indonesia merupakan negara kepulauan dengan jumlah penduduk Indonesia pada September 2020 sebanyak 270 20 juta jiwa dengan laju pertumbuhan penduduk sebesar 1 25 persen per tahun. Pemerintah perlu kerja keras dalam mengerahkan semua sumberdaya yang ada demi suksesnya program pencegahan penularan Covid19. Badan Pusat Statistik (BPS) pada 5 Februari 2021 merilis data pertumbuhan ekonomi dimana secara kumulatif pertumbuhan ekonomi Indonesia Tahun 2020 dibandingkan dengan Tahun 2019 terkontraksi 2 07 persen. Artinya kondisi ekonomi Indonesia sedang dalam keadaan terburuk. Pandemi Covid19 berdampak pada perubahan perilaku aktivitas ekonomi dan pendapatan penduduk. Masyarakat harus terus berjuang agar dapat bertahan hidup di tengah ancaman Covid19. Pemerintah terus berupaya memutus mata rantai penyebaran Covid19 melalui pembatasan kegiatan masyarakat untuk mengurangi kerumunan. pembatasan penerbangan di beberapa daerah dan penutupan tempat wisata atau berbagai persyaratan yang harus dipenuhi jika ingin bepergian. Kebijakan yang ditempuh pemerintah secara tidak langsung mengubah kebiasaan masyarakat untuk dapat menyesuaikan diri dengan situasi saat ini terutama dalam menjaga kesehatan. Namun ternyata ada dampak lain dari penerapan kebijakan ini padaAgustus 2020 Tingkat Pengangguran Terbuka (TPT) sebesar 7 07 persen. Terjadi kenaikan sebesar 1 84 persen poin dibandingkan Agustus 2019 yang sebesar 5 23 persen. Banyak pekerja swasta di rumahkan saat pembatasan aktivitas ini dilakukan. Sehubungan dengan persoalan ini Pemerintah mengambil langkah penetapan kebijakan fiskal untuk mengarahkan ekonomi negara melalui pengeluaran dan pendapatan pemerintah. Kebijakan fiskal adalah kebijakan yang diatur oleh pemerintah dengan mengurangi atau menambah pendapatan atau belanja negara. Tujuan dari kebijakan fiskal adalah untuk memengaruhi tingkat pendapatan nasional dan memperbaiki keadaan ekonomi lewat pengaturan pajak. Fungsi kebijakan fiskal diatur dalam UndangUndang No. 17 tahun 2003 pasal 3 ayat 4 tentang Keuangan Negara yaitu fungsi otoritas perencanaan pengawasan alokasi stabilisasi dan distribusi. Jika dalam hal perkiraan realisasi penerimaan negara tidak sesuai dengan target dan/atau adanya perkiraan pengeluaran yang belum tersedia anggarannya dan/atau pengeluaran melebihi pagu yang ditetapkan dalam APBN Tahun Anggaran 2021 Pemerintah dapat melakukan: penggunaan dana SAL; penarikan pinjaman tunai; penambahan penerbitan SBN; pemanfaatan saldo kas BLU; dan atau penyesuaian belanja negara (UndangUndang Republik Indonesia Nomor 9 Tahun 2020 tentang Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2021; pasal 28 ayat 1). Salah satu langkah yang dapat ditempuh berdasarkan pasal ini adalah melakukan penyesuaian belanja negara melalui refocusing anggaran. Secara terminologi (menurut istilah) refocusing anggaran adalah memusatkan atau memfokuskan kembali anggaran untuk kegiatan yang sebelumnya tidak dianggarkan melalui perubahan anggaran. Menteri Keuangan memerintahkan kepada semua Kementerian/Lembaga untuk melakukan refocusing anggaran. Sampai dengan bulan Agustus 2021 sudah 4 (empat) kali refocusing anggaran. Sehubungan dengan hal tersebut tahap pertama tanggal 12 Januari 2021 Menteri Keuangan menerbitkan surat Nomor: S30/MK.02/2021 perihal Refocusing dan Realokasi Belanja Kementerian/Lembaga TA 2021 negara membutuhkan anggaran yang besar untuk mengamankan pelaksanaan pengadaan vaksin dan program vaksinasi nasional penanganan pandemi Covid19 dukungan anggaran perlindungan sosial kepada masyarakat serta percepatan pemulihan ekonomi nasional. Kriteria penghematan belanja Kementrian/Lembaga Tahun Anggaran 2021 difokuskan pada belanja honorarium perjalanan dinas paket meeting belanja jasa bantuan kepada masyarakat/Pemda yang bukan arahan Presiden pembangunan gedung kantor pengadaan kendaraan dan peralatan/mesin sisa dana lelang dan/atau swakelola anggaran dari kegiatan yang belum dikontrakkan atau yang tidak memungkinkan untuk dilaksanakan serta kegiatan yang tidak mendesak/dapat ditunda/dibatalkan. Pada tahap kedua Menteri Keuangan menerbitkan surat nomor: S408/MK.02/2021 tertanggal 18 Mei 2021. Dalam surat ini dijelaskan bahwa demi mengamankan pelaksanaan pengadaan vaksin dan program vaksinasi nasional penanganan pandemi Covid19 dukungan anggaran perlindungan sosial kepada masyarakat serta percepatan pemulihan ekonomi nasional (PEN) diperlukan langkah strategis berupa penghematan belanja Kementerian/Lembaga tahun anggaran 2021 dalam hal ini melakukan penghematan atas tunjangan kinerja THR dan tunjangan kinerja ke13. Selanjutnya ditahap ketiga diterbitkan Surat Menteri Keuangan Republik Indonesia Nomor S584/MK.02/2021 Tanggal 06 Juli 2021 perihal Refocusing dan Realokasi Belanja Kementerian/ Lembaga TA 2021 yang menyatakan perlunya dilakukan langkah strategis berupa refocusing dan realokasi belanja K/L TA 2021 untuk mendanai penanganan Covid19. Pada tahap keempat Menteri Keuangan menerbitkan Nomor S60/MK.02/2021 tanggal 20 Juli 2021 perihal Refocusing dan Realokasi Belanja Kementerian/Lembaga Tahun Anggaran 2021 Tahap IV. Negara membutuhkan anggaran yang sangat besar untuk mendanai penanganan kesehatan dan perlindungan sosial kepada masyarakat sebagai dampak pelaksanaan PPKM Darurat. Langkahlangkah nyata yang ditempuh pemerintah menunjukan keseriusan dalam penanganan pandemic Covid19. Pemerintah memberikan dukungan anggaran perlindungan sosial kepada masyarakat kurang mampu dengan harapan terjadi peningkatan daya beli masyarakat. Pada 5 Agustus 2021 Badan Pusat Statistik merilis data Ekonomi Indonesia triwulan II2021 terhadap triwulan sebelumnya mengalami pertumbuhan sebesar 3 31 persen (qtoq). Dari sisi produksi Lapangan Usaha Pertanian Kehutanan dan Perikanan mengalami pertumbuhan tertinggi sebesar 12 93 persen. Sementara dari sisi pengeluaran Komponen Pengeluaran Konsumsi Pemerintah (PKP) mengalami pertumbuhan tertinggi sebesar 29 07 persen. Ekonomi Indonesia triwulan II2021 terhadap triwulan II2020 mengalami pertumbuhan sebesar 7 07 persen (yony). Dari sisi produksi Lapangan Usaha Transportasi dan Pergudangan mengalami pertumbuhan tertinggi sebesar 25 10 persen. Dari sisi pengeluaran Komponen Ekspor Barang dan Jasa mengalami pertumbuhan tertinggi sebesar 31 78 persen. Angka tersebut menunjukan bahwa ekonomi Indonesia mulai membaik. Sejumlah program yang telah ditetapkan pemerintah agar dapat dijalankan dengan baik selain ketersediaan anggaran diperlukan kerja sama dari semua pihak. Disamping itu diperlukan pengawasan melekat oleh pihak yang berkepentingan dan masyarakat agar setiap dukungan anggaran perlindungan sosial kepada masyarakat kurang mampu tepat sasaran dan tidak disalahgunakan oleh oknum yang tidak bertanggung jawab. Kita tidak pernah tahu kapan pandemi Covid19 ini akan berakhir namun serangkaian program jangka panjang guna menanggulangi pandemi telah ditetapkan demi percepatan pemulihan ekonomi nasional. Program vaksinasi merupakan salah satu langkah nyata percepatan pemulihan ekonomi. Saat ini anggaran untuk penanganan Covid19 demi pemulihan ekonomi nasional telah disediakan oleh Kementerian Keuangan. Sebagai masyarakat yang baik sudah seharusnya kita mendukung upaya vaksinasi sehingga sektor ekonomi dapat kembali berjalan sebagaimana mestinya dan ekonomi Indonesia kembali bangkit. Tetap patuhi protokol kesehatan yakinlah kita akan mampu melewati pandemi ini. Bersama kita bisa. (*) Baca Opini Pos Kupang Lainnya";positive
PENGELOLAAN dana Bantuan Operasional Sekolah (BOS) sering bermasalah sehingga menjadi temuan saat Inspektorat dan Badan Pemeriksa Keuangan (BPK) melakukan audit. Untuk mencegah Dinas Pendidikan dan Kebudayaan Kota Kupang membuat aplikasi untuk mengawasi ;positive
"SAWAHAN METROWali Kota Padang Hendri Septa menyampaikan secara resmi Nota Keuangan Rancangan Anggaran Pendapatan dan Belanja Daerah Perubahan (RAPBD P) Kota Padang Tahun Anggaran 2021 kepada DPRD Kota Padang dalam Sidang Paripurna DPRD Kota Padang di gedung DPRD Sabtu (4/9). Wako Padang Hendri menyebutkan berda­sar­kan perubahan Kebijakan Umum Anggaran (KUA) dan Prioritas Plafon Ang­garan Sementara (PPAS) tahun 2021 yang telah dise­pakati bahwa RAPBD P Kota Padang tahun 2021 diarahkan untuk per­ce­patan capaian visi dan misi serta mewujudkan 9 program prioritas pem­bangu­nan sebagaimana yang tertuang dalam Perubahan Rencana Kerja Pemerintah Daerah (RKPD) Kota Pa­dang tahun 2021. ""Selanjutnya kita tetap fokus pada pencegahan dan penanggulangan pan­demi Covid19 yang me­wabah sampai saat ini ham­pir dua tahun "" ungkap Wako. Ia mengatakan penda­patan daerah diren­cana­kan mencapai Rp2 526 tri­liun. Jumlah ini turun se­besar Rp99 806 miliar atau 3 80 persen dari target pendapatan daerah pada APBD awal tahun 2021 yak­ni sebesar Rp2 626 tri­liun. Untuk mendukung ter­ca­painya sasaran strategis sesuai dengan arah keb­ijakan dan prioritas pem­bangunan dalam Peruba­han KUA dan PPAS tahun 2021 belanja daerah diren­canakan sebesar Rp2 540 triliun. Jumlah ini turun Rp109 58 miliar atau 4 14 persen dari pagu belanja daerah pada APBD awal tahun 2021 yang sebesar Rp2 649 triliun. ""Penurunan belanja daerah tersebut berada pada belanja pegawai be­lanja subsidi belanja ban­tuan sosial belanja modal tanah belanja modal ge­dung dan bangunan serta belanja modal jalan ja­ringan irigasi san belanja bantuan keuangan. Dari sisi penerimaan Pemko harus mampu me­ningkatkan menggali dan mengembangkan sumbersumber pendapatan da­erah terutama pendapatan asli daerah (PAD). ""Semen­tara dari sisi belanja kita harus dapat meningkatkan kualitas dan produktivitas belanja. Sehingga setiap rupiah yang kuta belan­jakan harus digunakan un­tuk kegiatan dan program yang benarbenar pro­duk­tif dan mampu mem­be­rikan nilai tambah sebe­sarbesarnya bagi mas­yara­kat "" paparnya  Ia berharap RAPBD P 2021 beserta rencana ang­garan yang disampaikan dapat dijadikan prioritas bersama DPRD Kota Pa­dang. ""Kita butuh penyem­purnaan. Untuk itu dalam proses selanjutnya se­moga bisa lebih disem­purbakan melalui kon­sul­tasi Badan Anggaran (Bang­gar) DPRD Padang de­ngan Tim Anggaran Pe­merintah Daerah (TAPD) serta OPD sebelum dite­tapkan menjadi Peraturan Daerah (Perda). Semoga semuanya berjalan dengan lancar tentunya "" sebut­nya. Sementara itu Wakil Ketua DPRD Kota Padang Arnedi Yarmen meminta kepada OPD terkait di Pemko Padang untuk dapat memaksimalkan menja­lankan programprogram yang sudah disusun de­ngan baik. ""Soal penurunan pen­da­patan kita akan bahas bersama TAPD dan DPRD untuk solusinya ke depan. Penurunan yang terjadi sekarang juga karena ada­nya pengurangan DAU da­ri Pusat "" paparnya. (ade)";positive
 Guna meningkatkan kualitas pengawasan untuk menjaga APBN yang kredibel Menteri Keuangan (Menkeu) menetapkan Peraturan Menteri Keuangan (PMK) nomor 109/PMK.09/2021 tentang Tata Kelola Pengawasan Intern (TKPI) di lingkungan Kementerian Keuangan (Kemenkeu);positive
"REPUBLIKA.CO.ID JAKARTAWakil Presiden Ma'ruf Amin bersama Gubernur DKI Jakarta Anies Baswedan meninjau pelaksanaan pembelajaran tatap muka (PTM) terbatas di sejumlah sekolah di Jakarta Rabu (8/9). Peninjauan itu dilakukan seiring dengan diizinkannya satuan pendidikan menggelar pembelajaran tatap muka (PTM) terbatas di wilayah Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 13. Sekolah pertama yang dikunjungi Wapres yakni SD Tarakanita 5 Rawamangun Jakarta Timur lalu dilanjutkan ke SPK SMAK Penabur Kelapa Gading Jakarta Utara dan terakhir dan SMKN 19 Jakarta Bendungan Hilir Jakarta Pusat. Wapres berpesan agar sekolah yang menyelenggarakan PTM terbatas tetap waspada dan disiplin melaksanakan protokol kesehatan karena pandemi Covid19 belum berakhir. ""Mengingat ancaman Covid19 sampai saat ini belum berakhir saya minta semua warga sekolah untuk tetap berhatihati dan waspada dengan tetap disiplin melaksanakan protokol kesehatan "" ujar Wapres dalam keterangannya Rabu (8/9). Wapres menekankan protokol kesehatan penting dalam pembukaan PTM terbatas agar dapat berjalan dengan baik dan tidak menimbulkan klaster penyebaran Covid19. Pelaksanaan PTM terbatas ini kata Wapres merupakan upaya untuk mengurangi dampak pembelajaran jarak jauh (PJJ) selama pandemi Covid19. Sejumlah dampak PJJ antara lain tidak sedikit anak yang tidak dapat menyerap mata pelajaran dengan baik sehingga dikhawatirkan kemampuan intelektualnya menurun. Di samping itu hubungan siswa dan guru menjadi asing karena tidak pernah bertatap muka terutama bagi siswa di tingkat awal banyaknya anak putus sekolah dan sebagainya. Namun demikian Wapres berharap PTM terbatas ini harus terus dipantau dan dievaluasi berdasarkan situasi pandemi Covid19 di Ibu Kota. Jika situasi terus membaik dengan menurunnya level PPKM PTM terbatas akan ditingkatkan secara bertahap. Namun jika memburuk maka PTM terbatas akan dihentikan. Hal ini menurut Wapres dikarenakan pemerintah lebih memprioritaskan kesehatan dan keselamatan peserta didik para guru serta warga sekolah. ""Saya berharap sekolahsekolah yang menyelenggarakan PTM terbatas ini dapat melakukan evaluasi setiap minggunya terutama mengenai protokol kesehatan dan keamanan dari seluruh warga sekolah "" ungkapnya. ""Jika terdapat kasus terkonfirmasi positif atau potensi yang dapat menyebabkan timbulnya klaster baru segera ambil tindakan tegas demi keselamatan dan kenyamanan seluruh pihak "" katanya lagi. Sesuai Keputusan Gubernur DKI Jakarta Nomor 1.026 Tahun 2021 tentang PPKM Level 3 Covid19 dan SK Kepala Dinas Pendidikan DKI Jakarta Nomor 883 Tahun 2021 tentang Penetapan Satuan Pendidikan yang Melaksanakan PTM Terbatas Pembelajaran Campuran Tahap 1 Pada Masa PPKM Pemerintah Provinsi DKI Jakarta telah mengizinkan PTM terbatas sejak 30 Agustus 2021 dan akan dievaluasi secara berkala. Sejauh ini terdapat 610 lembaga pendidikan yang tersebar di lima kota administrasi dan satu kabupaten di wilayah DKI Jakarta siap menyelenggarakan PTM terbatas dari tingkat PAUD sampai SMA/SMK. Pada peninjauan PTM kali ini Wapres didampingi oleh Gubernur DKI Jakarta Anies Baswedan; Direktur Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah Kementerian Pendidikan Kebudayaan Riset dan Teknologi (Kemendikbudristek) Jumeri; Deputi Bidang Sistem dan Strategi Badan Nasional Penanggulangan Bencana (BNPB) Raditya Jati; Deputi Bidang Dukungan Kebijakan Pembangunan Manusia dan Pemerataan Pembangunan Sekretariat Wakil Presiden Suprayoga Hadi; Staf Khusus Wapres Bidang Komunikasi dan Informasi Masduki Baidlowi; dan Staf Khusus Wapres Bambang Widianto.";positive
